trial_index,uniqueid,condition,counterbalance,assignmentId,workerId,hitId,trial_type,rt,internal_node_id,dateTime,materials_id,item_id,survey_question_idx,survey_answer,slider_value,slider_copout,condition_0,condition_1,condition_2,agent_is_subject,slider_value_normed
28,A1R780RJYQ68GY:35DR22AR5E84NWVLZHKZHDCFK633XQ,0,0,35DR22AR5E84NWVLZHKZHDCFK633XQ,A1R780RJYQ68GY,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,7435.300000011921,0.0-28.0,2021-08-05 16:43:37.814,swarm-003-drops,56.0,,,71.0,False,0.0,1.0,,True,0.20518578941670282
29,A1R780RJYQ68GY:35DR22AR5E84NWVLZHKZHDCFK633XQ,0,0,35DR22AR5E84NWVLZHKZHDCFK633XQ,A1R780RJYQ68GY,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,8002.5,0.0-29.0,2021-08-05 16:43:45.818,swarm-003-drops,5.0,,,76.0,False,0.0,1.0,,True,0.35295333323531614
30,A1R780RJYQ68GY:35DR22AR5E84NWVLZHKZHDCFK633XQ,0,0,35DR22AR5E84NWVLZHKZHDCFK633XQ,A1R780RJYQ68GY,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,22593.299999952316,0.0-30.0,2021-08-05 16:44:08.413,swarm-003-drops,4.0,,,81.0,False,0.0,0.0,,False,0.5007208770539294
31,A1R780RJYQ68GY:35DR22AR5E84NWVLZHKZHDCFK633XQ,0,0,35DR22AR5E84NWVLZHKZHDCFK633XQ,A1R780RJYQ68GY,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,15564.0,0.0-31.0,2021-08-05 16:44:23.979,swarm-003-drops,6.0,,,76.0,False,filler,full,,False,0.35295333323531614
32,A1R780RJYQ68GY:35DR22AR5E84NWVLZHKZHDCFK633XQ,0,0,35DR22AR5E84NWVLZHKZHDCFK633XQ,A1R780RJYQ68GY,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,7845.300000011921,0.0-32.0,2021-08-05 16:44:31.826,swarm-003-drops,3.0,,,0.0,False,filler,empty,,False,-1.893113332807606
33,A1R780RJYQ68GY:35DR22AR5E84NWVLZHKZHDCFK633XQ,0,0,35DR22AR5E84NWVLZHKZHDCFK633XQ,A1R780RJYQ68GY,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,10552.400000035763,0.0-33.0,2021-08-05 16:44:42.380,swarm-003-drops,0.0,,,0.0,False,filler,empty,,False,-1.893113332807606
34,A1R780RJYQ68GY:35DR22AR5E84NWVLZHKZHDCFK633XQ,0,0,35DR22AR5E84NWVLZHKZHDCFK633XQ,A1R780RJYQ68GY,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,16056.0,0.0-34.0,2021-08-05 16:44:58.438,swarm-003-drops,10.0,,,99.0,False,filler,full,,False,1.0326840348009372
35,A1R780RJYQ68GY:35DR22AR5E84NWVLZHKZHDCFK633XQ,0,0,35DR22AR5E84NWVLZHKZHDCFK633XQ,A1R780RJYQ68GY,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,26764.80000001192,0.0-35.0,2021-08-05 16:45:25.204,swarm-003-drops,7.0,,,63.0,False,filler,full,,False,-0.031242280693078443
36,A1R780RJYQ68GY:35DR22AR5E84NWVLZHKZHDCFK633XQ,0,0,35DR22AR5E84NWVLZHKZHDCFK633XQ,A1R780RJYQ68GY,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,27390.400000035763,0.0-36.0,2021-08-05 16:45:52.596,swarm-003-drops,0.0,,,89.0,False,0.0,0.0,,False,0.7371489471637107
37,A1R780RJYQ68GY:35DR22AR5E84NWVLZHKZHDCFK633XQ,0,0,35DR22AR5E84NWVLZHKZHDCFK633XQ,A1R780RJYQ68GY,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,12827.699999988079,0.0-37.0,2021-08-05 16:46:05.426,swarm-003-drops,11.0,,,96.0,False,filler,full,,False,0.9440235085097692
38,A1R780RJYQ68GY:35DR22AR5E84NWVLZHKZHDCFK633XQ,0,0,35DR22AR5E84NWVLZHKZHDCFK633XQ,A1R780RJYQ68GY,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,13201.699999988079,0.0-38.0,2021-08-05 16:46:18.629,swarm-003-drops,64.0,,,69.0,False,0.0,1.0,,True,0.1460787718892575
3,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,4233.0,0.0-3.0,2021-08-05 16:34:19.633,,,,,74.0,False,practice,solid,full,False,0.41764786677122323
4,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,5191.0,0.0-4.0,2021-08-05 16:34:24.829,,,,,40.0,False,practice,liquid,full,False,-1.0793429809931019
5,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,5997.0,0.0-5.0,2021-08-05 16:34:30.829,,,,,63.0,False,practice,abstract,empty,False,-0.06667270162311724
6,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,4318.0,0.0-6.0,2021-08-05 16:34:35.151,,,,,80.0,False,practice,solid,empty,False,0.6818227222590454
7,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,4555.0,0.0-7.0,2021-08-05 16:34:39.709,,,,,24.0,False,practice,abstract,full,False,-1.7838092622939608
9,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,4701.0,0.0-9.0,2021-08-05 16:34:46.590,swarm-003-drops,7.0,,,92.0,False,filler,full,,False,1.2101724332346895
10,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,11543.0,0.0-10.0,2021-08-05 16:34:58.135,swarm-003-drops,22.0,,,29.0,False,0.0,0.0,,False,-1.5636635493874425
11,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,3132.0,0.0-11.0,2021-08-05 16:35:01.271,swarm-003-drops,56.0,,,69.0,False,0.0,0.0,,False,0.19750215386470485
12,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,2714.0,0.0-12.0,2021-08-05 16:35:03.988,swarm-003-drops,24.0,,,81.0,False,0.0,0.0,,False,0.725851864840349
13,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,4878.0,0.0-13.0,2021-08-05 16:35:08.869,swarm-003-drops,39.0,,,73.0,False,0.0,1.0,,True,0.3736187241899196
14,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,6997.0,0.0-14.0,2021-08-05 16:35:15.869,swarm-003-drops,30.0,,,23.0,False,0.0,1.0,,True,-1.8278384048752645
15,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,2877.0,0.0-15.0,2021-08-05 16:35:18.749,swarm-003-drops,64.0,,,74.0,False,0.0,0.0,,False,0.41764786677122323
16,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,5716.0,0.0-16.0,2021-08-05 16:35:24.469,swarm-003-drops,31.0,,,78.0,False,0.0,0.0,,False,0.593764437096438
17,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,6322.0,0.0-17.0,2021-08-05 16:35:30.795,swarm-003-drops,8.0,,,95.0,False,filler,full,,False,1.3422598609786005
18,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,4671.0,0.0-18.0,2021-08-05 16:35:35.470,swarm-003-drops,11.0,,,72.0,False,filler,full,,False,0.3295895816086159
19,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,4236.0,0.0-19.0,2021-08-05 16:35:39.710,swarm-003-drops,2.0,,,20.0,False,filler,empty,,False,-1.9599258326191755
20,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,5364.0,0.0-20.0,2021-08-05 16:35:45.077,swarm-003-drops,4.0,,,97.0,False,0.0,1.0,,True,1.430318146141208
21,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,6109.0,0.0-21.0,2021-08-05 16:35:51.190,swarm-003-drops,3.0,,,65.0,False,filler,empty,,False,0.021385583539490126
22,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,4662.0,0.0-22.0,2021-08-05 16:35:55.855,swarm-003-drops,9.0,,,84.0,False,filler,full,,False,0.85793929258426
23,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,5612.0,0.0-23.0,2021-08-05 16:36:01.470,swarm-003-drops,0.0,,,94.0,False,filler,empty,,False,1.2982307183972968
24,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,4555.0,0.0-24.0,2021-08-05 16:36:06.029,swarm-003-drops,1.0,,,95.0,False,filler,empty,,False,1.3422598609786005
25,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,5799.0,0.0-25.0,2021-08-05 16:36:11.830,swarm-003-drops,10.0,,,89.0,False,filler,full,,False,1.0780850054907785
26,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,7076.0,0.0-26.0,2021-08-05 16:36:18.909,swarm-003-drops,2.0,,,59.0,False,0.0,0.0,,False,-0.24278927194833197
27,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,5637.0,0.0-27.0,2021-08-05 16:36:24.550,swarm-003-drops,4.0,,,59.0,False,filler,empty,,False,-0.24278927194833197
28,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,4364.0,0.0-28.0,2021-08-05 16:36:28.917,swarm-003-drops,0.0,,,65.0,False,0.0,1.0,,True,0.021385583539490126
29,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,3390.0,0.0-29.0,2021-08-05 16:36:32.310,swarm-003-drops,8.0,,,70.0,False,0.0,1.0,,True,0.24153129644600854
30,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,2597.0,0.0-30.0,2021-08-05 16:36:34.911,swarm-003-drops,19.0,,,61.0,False,0.0,0.0,,False,-0.15473098678572458
31,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,6478.0,0.0-31.0,2021-08-05 16:36:41.391,swarm-003-drops,3.0,,,24.0,False,0.0,0.0,,False,-1.7838092622939608
32,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,7035.0,0.0-32.0,2021-08-05 16:36:48.430,swarm-003-drops,6.0,,,60.0,False,filler,full,,False,-0.19876012936702828
33,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,5435.0,0.0-33.0,2021-08-05 16:36:53.869,swarm-003-drops,25.0,,,34.0,False,0.0,1.0,,True,-1.343517836480924
34,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,4368.0,0.0-34.0,2021-08-05 16:36:58.240,swarm-003-drops,6.0,,,40.0,False,0.0,0.0,,False,-1.0793429809931019
35,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,3746.0,0.0-35.0,2021-08-05 16:37:01.990,swarm-003-drops,5.0,,,72.0,False,filler,empty,,False,0.3295895816086159
36,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,3845.0,0.0-36.0,2021-08-05 16:37:05.839,swarm-003-drops,7.0,,,61.0,False,0.0,1.0,,True,-0.15473098678572458
37,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,7106.0,0.0-37.0,2021-08-05 16:37:12.949,swarm-003-drops,5.0,,,84.0,False,0.0,0.0,,False,0.85793929258426
38,A3PBAWV0P2TSLI:3GD6L00D3TLXJHI2Y647I3HKFI51MC,0,0,3GD6L00D3TLXJHI2Y647I3HKFI51MC,A3PBAWV0P2TSLI,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,5397.0,0.0-38.0,2021-08-05 16:37:18.350,swarm-003-drops,17.0,,,58.0,False,0.0,1.0,,True,-0.28681841452963563
3,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,12429.0,0.0-3.0,2021-08-05 16:40:17.738,,,,,96.0,False,practice,solid,full,False,0.7198910210100289
4,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,10845.90000000596,0.0-4.0,2021-08-05 16:40:28.589,,,,,100.0,False,practice,liquid,full,False,0.830279567495685
5,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,6997.5,0.0-5.0,2021-08-05 16:40:35.592,,,,,12.0,False,practice,abstract,empty,False,-1.5982684551887494
6,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,7499.5999999940395,0.0-6.0,2021-08-05 16:40:43.098,,,,,65.0,False,practice,solid,empty,False,-0.135620214253806
7,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,11674.699999988079,0.0-7.0,2021-08-05 16:40:54.780,,,,,81.0,False,practice,abstract,full,False,0.3059339716888185
9,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,163203.0,0.0-9.0,2021-08-05 16:43:40.470,swarm-003-drops,2.0,,,0.0,False,filler,empty,,False,-1.9294340946457178
10,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,5251.9000000059605,0.0-10.0,2021-08-05 16:43:45.729,swarm-003-drops,2.0,,,92.0,False,0.0,0.0,,False,0.6095024745243728
11,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,4403.100000023842,0.0-11.0,2021-08-05 16:43:50.139,swarm-003-drops,19.0,,,59.0,False,0.0,1.0,,True,-0.30120303398229015
12,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,5544.5999999940395,0.0-12.0,2021-08-05 16:43:55.689,swarm-003-drops,6.0,,,100.0,False,filler,full,,False,0.830279567495685
13,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,5842.899999976158,0.0-13.0,2021-08-05 16:44:01.537,swarm-003-drops,17.0,,,71.0,False,0.0,1.0,,True,0.029962605474678175
14,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,5304.0,0.0-14.0,2021-08-05 16:44:06.846,swarm-003-drops,4.0,,,0.0,False,filler,empty,,False,-1.9294340946457178
15,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,4641.4000000059605,0.0-15.0,2021-08-05 16:44:11.493,swarm-003-drops,31.0,,,87.0,False,0.0,1.0,,True,0.4715167914173026
16,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,4047.5,0.0-16.0,2021-08-05 16:44:15.545,swarm-003-drops,8.0,,,100.0,False,filler,full,,False,0.830279567495685
17,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,4955.4000000059605,0.0-17.0,2021-08-05 16:44:20.506,swarm-003-drops,22.0,,,72.0,False,0.0,1.0,,True,0.05755974209609221
18,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,5051.4000000059605,0.0-18.0,2021-08-05 16:44:25.561,swarm-003-drops,3.0,,,0.0,False,filler,empty,,False,-1.9294340946457178
19,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,5131.5,0.0-19.0,2021-08-05 16:44:30.699,swarm-003-drops,39.0,,,70.0,False,0.0,1.0,,True,0.0023654688532641494
20,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,8895.59999999404,0.0-20.0,2021-08-05 16:44:39.598,swarm-003-drops,5.0,,,75.0,False,0.0,1.0,,True,0.1403511519603343
21,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,4471.9000000059605,0.0-21.0,2021-08-05 16:44:44.073,swarm-003-drops,0.0,,,0.0,False,filler,empty,,False,-1.9294340946457178
22,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,6555.299999982119,0.0-22.0,2021-08-05 16:44:50.634,swarm-003-drops,9.0,,,100.0,False,filler,full,,False,0.830279567495685
23,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,7544.300000011921,0.0-23.0,2021-08-05 16:44:58.183,swarm-003-drops,25.0,,,85.0,False,0.0,1.0,,True,0.4163225181744746
24,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,7450.600000023842,0.0-24.0,2021-08-05 16:45:05.638,swarm-003-drops,4.0,,,93.0,False,0.0,0.0,,False,0.6370996111457868
25,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,6307.0999999940395,0.0-25.0,2021-08-05 16:45:11.951,swarm-003-drops,8.0,,,86.0,False,0.0,0.0,,False,0.4439196547958886
26,A248QG4DPULP46:3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,0,0,3ZV9H2YQQEVPYWQVPCODFUY8B4X3WX,A248QG4DPULP46,3DZKABX2ZITX9NOG2TPGYBNXE05CVR,html-slider-response-with-copout,5230.5,0.0-26.0,2021-08-05 16:45:17.187,swarm-003-drops,30.0,,,85.0,False,0.0,0.0,,False,0.4163225181744746
